total_seismes,magnitude_moyenne,magnitude_ecart_type,magnitude_min,magnitude_max,profondeur_moyenne_km,profondeur_max_km,alertes_tsunami
42635,3.32,1.085,2.0,8.8,45.15,669.556,153
